	id	main_affiliation	for_v1_first_level	for_v1_second_level
1602	pub.1133285298	grid.5330.5	Medical and Health Sciences	Public Health and Health Services
1603	pub.1133285298	grid.452702.6	Medical and Health Sciences	Public Health and Health Services
1604	pub.1133285298	grid.412536.7	Medical and Health Sciences	Public Health and Health Services
1605	pub.1133285298	grid.10423.34	Medical and Health Sciences	Public Health and Health Services
1606	pub.1133285298	grid.8267.b	Medical and Health Sciences	Public Health and Health Services
1607	pub.1133285298	grid.411472.5	Medical and Health Sciences	Public Health and Health Services
1608	pub.1133301560	grid.4714.6	Biological Sciences	Genetics
1609	pub.1133301560	grid.9764.c	Biological Sciences	Genetics
1610	pub.1133301560	grid.5254.6	Biological Sciences	Genetics
1611	pub.1133301560	grid.10939.32	Biological Sciences	Genetics
1612	pub.1133301560	grid.5947.f	Biological Sciences	Genetics
1613	pub.1133301560	grid.4488.0	Biological Sciences	Genetics
1614	pub.1133301560	grid.412468.d	Biological Sciences	Genetics
1615	pub.1133301560	grid.461852.c	Biological Sciences	Genetics
1616	pub.1133301560	grid.154185.c	Biological Sciences	Genetics
1617	pub.1133301560	grid.214458.e	Biological Sciences	Genetics
1618	pub.1133301560	grid.419518.0	Biological Sciences	Genetics
1619	pub.1133301560	grid.22937.3d	Biological Sciences	Genetics
1620	pub.1133301560	grid.5510.1	Biological Sciences	Genetics
1621	pub.1133301560	grid.6190.e	Biological Sciences	Genetics
1622	pub.1133301560	grid.45083.3a	Biological Sciences	Genetics
1623	pub.1133301560	grid.4562.5	Biological Sciences	Genetics
1624	pub.1133301560	grid.13652.33	Biological Sciences	Genetics
1625	pub.1133301560	grid.5216.0	Biological Sciences	Genetics
1626	pub.1133301560	grid.418215.b	Biological Sciences	Genetics
1627	pub.1133301560	grid.414625.0	Biological Sciences	Genetics
1628	pub.1133301560	grid.416369.f	Biological Sciences	Genetics
1629	pub.1133301560	grid.4973.9	Biological Sciences	Genetics
1630	pub.1133301560	grid.5603.0	Biological Sciences	Genetics
1631	pub.1133301560	grid.1002.3	Biological Sciences	Genetics
1632	pub.1133349434	grid.6546.1	Information and Computing Sciences	Artificial Intelligence and Image Processing
1633	pub.1133349434	grid.6546.1	Information and Computing Sciences	Computation Theory and Mathematics
1634	pub.1133349434	grid.5253.1	Information and Computing Sciences	Artificial Intelligence and Image Processing
1635	pub.1133349434	grid.5253.1	Information and Computing Sciences	Computation Theory and Mathematics
1636	pub.1133349434	grid.4827.9	Information and Computing Sciences	Artificial Intelligence and Image Processing
1637	pub.1133349434	grid.4827.9	Information and Computing Sciences	Computation Theory and Mathematics
1638	pub.1133349434	grid.424699.4	Information and Computing Sciences	Artificial Intelligence and Image Processing
1639	pub.1133349434	grid.424699.4	Information and Computing Sciences	Computation Theory and Mathematics
1640	pub.1133349434	grid.4488.0	Information and Computing Sciences	Artificial Intelligence and Image Processing
1641	pub.1133349434	grid.4488.0	Information and Computing Sciences	Computation Theory and Mathematics
1642	pub.1133349434	grid.7450.6	Information and Computing Sciences	Artificial Intelligence and Image Processing
1643	pub.1133349434	grid.7450.6	Information and Computing Sciences	Computation Theory and Mathematics
1644	pub.1133349434	grid.10423.34	Information and Computing Sciences	Artificial Intelligence and Image Processing
1645	pub.1133349434	grid.10423.34	Information and Computing Sciences	Computation Theory and Mathematics
1646	pub.1133349434	grid.10493.3f	Information and Computing Sciences	Artificial Intelligence and Image Processing
1647	pub.1133349434	grid.10493.3f	Information and Computing Sciences	Computation Theory and Mathematics
1648	pub.1133402081	grid.411984.1	Medical and Health Sciences	Immunology
1649	pub.1133402081	grid.6363.0	Medical and Health Sciences	Immunology
1650	pub.1133443729	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1651	pub.1133449298	grid.419514.c	Medical and Health Sciences	Public Health and Health Services
1652	pub.1133467647	grid.417109.a	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1653	pub.1133467647	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1654	pub.1133467647	grid.420072.3	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1655	pub.1133484455	grid.7450.6	Economics	Applied Economics
1656	pub.1133490339	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1657	pub.1133490339	grid.489540.4	Medical and Health Sciences	Public Health and Health Services
1658	pub.1133490339	grid.275559.9	Medical and Health Sciences	Public Health and Health Services
1659	pub.1133490339	grid.500058.8	Medical and Health Sciences	Public Health and Health Services
1660	pub.1133490339	grid.478011.b	Medical and Health Sciences	Public Health and Health Services
1661	pub.1133490339	grid.412581.b	Medical and Health Sciences	Public Health and Health Services
1662	pub.1133498574	grid.418215.b	Environmental Sciences	Environmental Science and Management
1663	pub.1133498574	grid.418215.b	Biological Sciences	Ecology
1664	pub.1133498574	grid.34477.33	Environmental Sciences	Environmental Science and Management
1665	pub.1133498574	grid.34477.33	Biological Sciences	Ecology
1666	pub.1133615541	grid.5522.0	Medical and Health Sciences	Public Health and Health Services
1667	pub.1133615541	grid.9018.0	Medical and Health Sciences	Public Health and Health Services
1668	pub.1133615541	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1669	pub.1133615541	grid.8954.0	Medical and Health Sciences	Public Health and Health Services
1670	pub.1133615541	grid.451233.2	Medical and Health Sciences	Public Health and Health Services
1671	pub.1133615541	grid.5841.8	Medical and Health Sciences	Public Health and Health Services
1672	pub.1133615541	grid.12136.37	Medical and Health Sciences	Public Health and Health Services
1673	pub.1133615541	grid.7256.6	Medical and Health Sciences	Public Health and Health Services
1674	pub.1133652796	grid.419514.c	Medical and Health Sciences	
1675	pub.1133652796	grid.418010.c	Medical and Health Sciences	
1676	pub.1133652796	grid.4462.4	Medical and Health Sciences	
1677	pub.1133652796	grid.13063.37	Medical and Health Sciences	
1678	pub.1133652796	grid.11696.39	Medical and Health Sciences	
1679	pub.1133652796	grid.4868.2	Medical and Health Sciences	
1680	pub.1133652796	grid.8991.9	Medical and Health Sciences	
1681	pub.1133652796	grid.12155.32	Medical and Health Sciences	
1682	pub.1133652796	grid.7692.a	Medical and Health Sciences	
1683	pub.1133652796	grid.15781.3a	Medical and Health Sciences	
1684	pub.1133652796	grid.484678.1	Medical and Health Sciences	
1685	pub.1133652796	grid.5252.0	Medical and Health Sciences	
1686	pub.1133652796	grid.8647.d	Medical and Health Sciences	
1687	pub.1133652796	grid.4691.a	Medical and Health Sciences	
1688	pub.1133652796	grid.22937.3d	Medical and Health Sciences	
1689	pub.1133652796	grid.15596.3e	Medical and Health Sciences	
1690	pub.1133652796	grid.12847.38	Medical and Health Sciences	
1691	pub.1133882352	grid.5216.0	Biological Sciences	Genetics
1692	pub.1133882352	grid.417390.8	Biological Sciences	Genetics
1693	pub.1133882352	grid.411984.1	Biological Sciences	Genetics
1694	pub.1133882352	grid.418497.7	Biological Sciences	Genetics
1695	pub.1133882352	grid.4714.6	Biological Sciences	Genetics
1696	pub.1133882352	grid.5386.8	Biological Sciences	Genetics
1697	pub.1133882352	grid.11047.33	Biological Sciences	Genetics
1698	pub.1134000714	grid.445630.0	Studies in Human Society	Political Science
1699	pub.1134035248	grid.452413.5	Medical and Health Sciences	Public Health and Health Services
1700	pub.1134035248	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
1701	pub.1134044324	grid.413973.b	Medical and Health Sciences	Immunology
1702	pub.1134044324	grid.1005.4	Medical and Health Sciences	Immunology
1703	pub.1134044324	grid.452919.2	Medical and Health Sciences	Immunology
1704	pub.1134044324	grid.7450.6	Medical and Health Sciences	Immunology
1705	pub.1134044324	grid.418215.b	Medical and Health Sciences	Immunology
1706	pub.1134044324	grid.1013.3	Medical and Health Sciences	Immunology
1707	pub.1134044324	grid.420118.e	Medical and Health Sciences	Immunology
1708	pub.1134044324	grid.117476.2	Medical and Health Sciences	Immunology
1709	pub.1134044324	grid.1029.a	Medical and Health Sciences	Immunology
1710	pub.1134156033	grid.7450.6	Built Environment and Design	Urban and Regional Planning
1711	pub.1134156033	grid.7450.6	Commerce, Management, Tourism and Services	Transportation and Freight Services
1712	pub.1134156033	grid.419514.c	Built Environment and Design	Urban and Regional Planning
1713	pub.1134156033	grid.419514.c	Commerce, Management, Tourism and Services	Transportation and Freight Services
1714	pub.1134191518	grid.6363.0	Medical and Health Sciences	Clinical Sciences
1715	pub.1134191518	grid.452396.f	Medical and Health Sciences	Clinical Sciences
1716	pub.1134191518	grid.410721.1	Medical and Health Sciences	Clinical Sciences
1717	pub.1134191518	grid.7372.1	Medical and Health Sciences	Clinical Sciences
1718	pub.1134274782	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1719	pub.1134274782	grid.415033.0	Medical and Health Sciences	Public Health and Health Services
1720	pub.1134274782	grid.275559.9	Medical and Health Sciences	Public Health and Health Services
1721	pub.1134274782	grid.489540.4	Medical and Health Sciences	Public Health and Health Services
1722	pub.1134294393	grid.419514.c	Education	Specialist Studies In Education
1723	pub.1134294393	grid.7450.6	Education	Specialist Studies In Education
1724	pub.1134385780	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1725	pub.1134385780	grid.411984.1	Medical and Health Sciences	Immunology
1726	pub.1134385780	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1727	pub.1134391163	grid.419514.c	Medical and Health Sciences	Public Health and Health Services
1728	pub.1134391163	grid.4991.5	Medical and Health Sciences	Public Health and Health Services
1729	pub.1134394691	grid.259828.c	Medical and Health Sciences	Public Health and Health Services
1730	pub.1134394691	grid.189967.8	Medical and Health Sciences	Public Health and Health Services
1731	pub.1134394691	grid.412726.4	Medical and Health Sciences	Public Health and Health Services
1732	pub.1134394691	grid.26790.3a	Medical and Health Sciences	Public Health and Health Services
1733	pub.1134394691	grid.241167.7	Medical and Health Sciences	Public Health and Health Services
1734	pub.1134394691	grid.267301.1	Medical and Health Sciences	Public Health and Health Services
1735	pub.1134394691	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1736	pub.1134394691	grid.268154.c	Medical and Health Sciences	Public Health and Health Services
1737	pub.1134394691	grid.27755.32	Medical and Health Sciences	Public Health and Health Services
1738	pub.1134394691	grid.267309.9	Medical and Health Sciences	Public Health and Health Services
1739	pub.1134394691	grid.410567.1	Medical and Health Sciences	Public Health and Health Services
1740	pub.1134408786	grid.411984.1	Medical and Health Sciences	Medical Microbiology
1741	pub.1134408786	grid.10493.3f	Medical and Health Sciences	Medical Microbiology
1742	pub.1134408786	grid.452235.7	Medical and Health Sciences	Medical Microbiology
1743	pub.1134421067	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1744	pub.1134421067	grid.411984.1	Medical and Health Sciences	Immunology
1745	pub.1134421067	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1746	pub.1134445536	grid.452286.f	Medical and Health Sciences	Clinical Sciences
1747	pub.1134445536	grid.412004.3	Medical and Health Sciences	Clinical Sciences
1748	pub.1134472917	grid.9647.c	Medical and Health Sciences	Clinical Sciences
1749	pub.1134472917	grid.411778.c	Medical and Health Sciences	Clinical Sciences
1750	pub.1134472917	grid.411067.5	Medical and Health Sciences	Clinical Sciences
1751	pub.1134472917	grid.275559.9	Medical and Health Sciences	Clinical Sciences
1752	pub.1134472917	grid.477277.6	Medical and Health Sciences	Clinical Sciences
1753	pub.1134472917	grid.411760.5	Medical and Health Sciences	Clinical Sciences
1754	pub.1134472917	grid.5603.0	Medical and Health Sciences	Clinical Sciences
1755	pub.1134472917	grid.411097.a	Medical and Health Sciences	Clinical Sciences
1756	pub.1134472917	grid.411339.d	Medical and Health Sciences	Clinical Sciences
1757	pub.1134472917	grid.6363.0	Medical and Health Sciences	Clinical Sciences
1758	pub.1134472917	grid.452396.f	Medical and Health Sciences	Clinical Sciences
1759	pub.1134472917	grid.5963.9	Medical and Health Sciences	Clinical Sciences
1760	pub.1134472917	grid.5253.1	Medical and Health Sciences	Clinical Sciences
1761	pub.1134472917	grid.14778.3d	Medical and Health Sciences	Clinical Sciences
1762	pub.1134472917	grid.13648.38	Medical and Health Sciences	Clinical Sciences
1763	pub.1134472917	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1764	pub.1134472917	grid.410718.b	Medical and Health Sciences	Clinical Sciences
1765	pub.1134472917	grid.411088.4	Medical and Health Sciences	Clinical Sciences
1766	pub.1134472917	grid.412581.b	Medical and Health Sciences	Clinical Sciences
1767	pub.1134472917	grid.5155.4	Medical and Health Sciences	Clinical Sciences
1768	pub.1134472917	grid.500048.9	Medical and Health Sciences	Clinical Sciences
1769	pub.1134472917	grid.461820.9	Medical and Health Sciences	Clinical Sciences
1770	pub.1134472917	grid.412282.f	Medical and Health Sciences	Clinical Sciences
1771	pub.1134472917	grid.491861.3	Medical and Health Sciences	Clinical Sciences
1772	pub.1134472917	grid.460088.2	Medical and Health Sciences	Clinical Sciences
1773	pub.1134472917	grid.419835.2	Medical and Health Sciences	Clinical Sciences
1774	pub.1134472917	grid.459950.4	Medical and Health Sciences	Clinical Sciences
1775	pub.1134472917	grid.470036.6	Medical and Health Sciences	Clinical Sciences
1776	pub.1134472917	grid.29524.38	Medical and Health Sciences	Clinical Sciences
1777	pub.1134472917	grid.491961.2	Medical and Health Sciences	Clinical Sciences
1778	pub.1134472917	grid.488379.9	Medical and Health Sciences	Clinical Sciences
1779	pub.1134492102	grid.418140.8	Biological Sciences	Biochemistry and Cell Biology
1780	pub.1134492102	grid.418140.8	Medical and Health Sciences	Medical Microbiology
1781	pub.1134492102	grid.8379.5	Biological Sciences	Biochemistry and Cell Biology
1782	pub.1134492102	grid.8379.5	Medical and Health Sciences	Medical Microbiology
1783	pub.1134522261	grid.7450.6	Medical and Health Sciences	Clinical Sciences
1784	pub.1134522261	grid.7605.4	Medical and Health Sciences	Clinical Sciences
1785	pub.1134522261	grid.7563.7	Medical and Health Sciences	Clinical Sciences
1786	pub.1134522261	grid.144767.7	Medical and Health Sciences	Clinical Sciences
1787	pub.1134522261	grid.419557.b	Medical and Health Sciences	Clinical Sciences
1788	pub.1134522261	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1789	pub.1134556841	grid.239395.7	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1790	pub.1134556841	grid.239395.7	Medical and Health Sciences	Clinical Sciences
1791	pub.1134556841	grid.411746.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1792	pub.1134556841	grid.411746.1	Medical and Health Sciences	Clinical Sciences
1793	pub.1134556841	grid.411495.c	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1794	pub.1134556841	grid.411495.c	Medical and Health Sciences	Clinical Sciences
1795	pub.1134556841	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1796	pub.1134556841	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1797	pub.1134589123	grid.419514.c	Medical and Health Sciences	Immunology
1798	pub.1134589123	grid.7450.6	Medical and Health Sciences	Immunology
1799	pub.1134598220	grid.419514.c	Chemical Sciences	Physical Chemistry (incl. Structural)
1800	pub.1134598220	grid.11375.31	Chemical Sciences	Physical Chemistry (incl. Structural)
1801	pub.1134598220	grid.4991.5	Chemical Sciences	Physical Chemistry (incl. Structural)
1802	pub.1134683682	grid.411984.1	Economics	Applied Economics
1803	pub.1134703864	grid.7450.6	Chemical Sciences	Analytical Chemistry
1804	pub.1134703864	grid.7450.6	Chemical Sciences	Other Chemical Sciences
1805	pub.1134703864	grid.411339.d	Chemical Sciences	Analytical Chemistry
1806	pub.1134703864	grid.411339.d	Chemical Sciences	Other Chemical Sciences
1807	pub.1134703864	grid.9647.c	Chemical Sciences	Analytical Chemistry
1808	pub.1134703864	grid.9647.c	Chemical Sciences	Other Chemical Sciences
1809	pub.1134703864	grid.418508.0	Chemical Sciences	Analytical Chemistry
1810	pub.1134703864	grid.418508.0	Chemical Sciences	Other Chemical Sciences
1811	pub.1134703864	grid.7776.1	Chemical Sciences	Analytical Chemistry
1812	pub.1134703864	grid.7776.1	Chemical Sciences	Other Chemical Sciences
1813	pub.1134703864	grid.7269.a	Chemical Sciences	Analytical Chemistry
1814	pub.1134703864	grid.7269.a	Chemical Sciences	Other Chemical Sciences
1815	pub.1134703864	grid.452463.2	Chemical Sciences	Analytical Chemistry
1816	pub.1134703864	grid.452463.2	Chemical Sciences	Other Chemical Sciences
1817	pub.1134703864	grid.508234.8	Chemical Sciences	Analytical Chemistry
1818	pub.1134703864	grid.508234.8	Chemical Sciences	Other Chemical Sciences
1819	pub.1134703864	grid.11348.3f	Chemical Sciences	Analytical Chemistry
1820	pub.1134703864	grid.11348.3f	Chemical Sciences	Other Chemical Sciences
1821	pub.1134705099	grid.418215.b	Biological Sciences	Biochemistry and Cell Biology
1822	pub.1134705099	grid.418215.b	Medical and Health Sciences	Clinical Sciences
1823	pub.1134705099	grid.7450.6	Biological Sciences	Biochemistry and Cell Biology
1824	pub.1134705099	grid.7450.6	Medical and Health Sciences	Clinical Sciences
1825	pub.1134710486	grid.6214.1	Mathematical Sciences	
1826	pub.1134710486	grid.6214.1	Physical Sciences	
1827	pub.1134710486	grid.6214.1	Engineering	
1828	pub.1134710486	grid.466750.6	Mathematical Sciences	
1829	pub.1134710486	grid.466750.6	Physical Sciences	
1830	pub.1134710486	grid.466750.6	Engineering	
1831	pub.1134710486	grid.419514.c	Mathematical Sciences	
1832	pub.1134710486	grid.419514.c	Physical Sciences	
1833	pub.1134710486	grid.419514.c	Engineering	
1834	pub.1134712373	grid.7450.6	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1835	pub.1134712373	grid.7450.6	Medical and Health Sciences	Medical Physiology
1836	pub.1134712373	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
1837	pub.1134712373	grid.411984.1	Medical and Health Sciences	Medical Physiology
1838	pub.1134714744	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1839	pub.1134714744	grid.491861.3	Medical and Health Sciences	Clinical Sciences
1840	pub.1134714744	grid.411339.d	Medical and Health Sciences	Clinical Sciences
1841	pub.1134714744	grid.5330.5	Medical and Health Sciences	Clinical Sciences
1842	pub.1134735838	grid.419514.c	Medical and Health Sciences	
1843	pub.1134735838	grid.16008.3f	Medical and Health Sciences	
1844	pub.1134735838	grid.418010.c	Medical and Health Sciences	
1845	pub.1134735838	grid.13063.37	Medical and Health Sciences	
1846	pub.1134735838	grid.150338.c	Medical and Health Sciences	
1847	pub.1134735838	grid.11696.39	Medical and Health Sciences	
1848	pub.1134735838	grid.8991.9	Medical and Health Sciences	
1849	pub.1134735838	grid.265892.2	Medical and Health Sciences	
1850	pub.1134735838	grid.452540.2	Medical and Health Sciences	
1851	pub.1134735838	grid.484678.1	Medical and Health Sciences	
1852	pub.1134735838	grid.5252.0	Medical and Health Sciences	
1853	pub.1134735838	grid.8647.d	Medical and Health Sciences	
1854	pub.1134735838	grid.8127.c	Medical and Health Sciences	
1855	pub.1134735838	grid.10420.37	Medical and Health Sciences	
1856	pub.1134735838	grid.12847.38	Medical and Health Sciences	
1857	pub.1134763789	grid.150338.c	Medical and Health Sciences	
1858	pub.1134763789	grid.16149.3b	Medical and Health Sciences	
1859	pub.1134763789	grid.411984.1	Medical and Health Sciences	
1860	pub.1134763789	grid.59734.3c	Medical and Health Sciences	
1861	pub.1134768505	grid.7450.6	Economics	Applied Economics
1862	pub.1134768505	grid.7450.6	Commerce, Management, Tourism and Services	Business and Management
1863	pub.1134768505	grid.7450.6	Studies in Human Society	Sociology
1864	pub.1134814798	grid.12082.39	Economics	
1865	pub.1134814798	grid.7450.6	Economics	
1866	pub.1134850501	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1867	pub.1134912877	grid.5570.7	Medical and Health Sciences	Clinical Sciences
1868	pub.1134912877	grid.461820.9	Medical and Health Sciences	Clinical Sciences
1869	pub.1134912877	grid.418215.b	Medical and Health Sciences	Clinical Sciences
1870	pub.1134912877	grid.412468.d	Medical and Health Sciences	Clinical Sciences
1871	pub.1134912877	grid.411559.d	Medical and Health Sciences	Clinical Sciences
1872	pub.1134912877	grid.13648.38	Medical and Health Sciences	Clinical Sciences
1873	pub.1134912877	grid.411984.1	Medical and Health Sciences	Clinical Sciences
1874	pub.1134912877	grid.411941.8	Medical and Health Sciences	Clinical Sciences
1875	pub.1134912877	grid.411095.8	Medical and Health Sciences	Clinical Sciences
1876	pub.1134912877	grid.411339.d	Medical and Health Sciences	Clinical Sciences
1877	pub.1134912877	grid.275559.9	Medical and Health Sciences	Clinical Sciences
1878	pub.1134912877	grid.411760.5	Medical and Health Sciences	Clinical Sciences
1879	pub.1134912877	grid.412469.c	Medical and Health Sciences	Clinical Sciences
1880	pub.1134912877	grid.411668.c	Medical and Health Sciences	Clinical Sciences
1881	pub.1134912877	grid.6190.e	Medical and Health Sciences	Clinical Sciences
1882	pub.1134912877	grid.7708.8	Medical and Health Sciences	Clinical Sciences
1883	pub.1134912877	grid.5718.b	Medical and Health Sciences	Clinical Sciences
1884	pub.1134912877	grid.10423.34	Medical and Health Sciences	Clinical Sciences
1885	pub.1134912877	grid.411544.1	Medical and Health Sciences	Clinical Sciences
1886	pub.1134912877	grid.410607.4	Medical and Health Sciences	Clinical Sciences
1887	pub.1134912877	grid.413108.f	Medical and Health Sciences	Clinical Sciences
1888	pub.1134912877	grid.6363.0	Medical and Health Sciences	Clinical Sciences
1889	pub.1134912877	grid.412581.b	Medical and Health Sciences	Clinical Sciences
1890	pub.1134912877	grid.5253.1	Medical and Health Sciences	Clinical Sciences
1891	pub.1134912877	grid.411778.c	Medical and Health Sciences	Clinical Sciences
1892	pub.1134912877	grid.16149.3b	Medical and Health Sciences	Clinical Sciences
1893	pub.1134912877	grid.411937.9	Medical and Health Sciences	Clinical Sciences
1894	pub.1134912877	grid.14778.3d	Medical and Health Sciences	Clinical Sciences
1895	pub.1134912877	grid.410712.1	Medical and Health Sciences	Clinical Sciences
1896	pub.1134912877	grid.15090.3d	Medical and Health Sciences	Clinical Sciences
1897	pub.1134912877	grid.10253.35	Medical and Health Sciences	Clinical Sciences
1898	pub.1134912877	grid.412301.5	Medical and Health Sciences	Clinical Sciences
1899	pub.1134912877	grid.411067.5	Medical and Health Sciences	Clinical Sciences
1900	pub.1134912877	grid.15474.33	Medical and Health Sciences	Clinical Sciences
1901	pub.1134912877	grid.412282.f	Medical and Health Sciences	Clinical Sciences
1902	pub.1134912877	grid.419801.5	Medical and Health Sciences	Clinical Sciences
1903	pub.1135031368	grid.4708.b	Medical and Health Sciences	Clinical Sciences
1904	pub.1135031368	grid.4708.b	Medical and Health Sciences	Public Health and Health Services
1905	pub.1135031368	grid.13097.3c	Medical and Health Sciences	Clinical Sciences
1906	pub.1135031368	grid.13097.3c	Medical and Health Sciences	Public Health and Health Services
1907	pub.1135031368	grid.7450.6	Medical and Health Sciences	Clinical Sciences
1908	pub.1135031368	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
1909	pub.1135031368	grid.17635.36	Medical and Health Sciences	Clinical Sciences
1910	pub.1135031368	grid.17635.36	Medical and Health Sciences	Public Health and Health Services
1911	pub.1135031387	grid.13648.38	Medical and Health Sciences	Public Health and Health Services
1912	pub.1135031387	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
1913	pub.1135063169	grid.5718.b	Biological Sciences	Biochemistry and Cell Biology
1914	pub.1135063169	grid.418215.b	Biological Sciences	Biochemistry and Cell Biology
1915	pub.1135063169	grid.5330.5	Biological Sciences	Biochemistry and Cell Biology
1916	pub.1135063169	grid.24827.3b	Biological Sciences	Biochemistry and Cell Biology
1917	pub.1135073341	grid.7450.6	Education	Specialist Studies In Education
1918	pub.1135073341	grid.7450.6	Language, Communication and Culture	Linguistics
1919	pub.1135105436	grid.418140.8	Biological Sciences	
1920	pub.1135105436	grid.418140.8	Technology	
1921	pub.1135105436	grid.418140.8	Medical and Health Sciences	
1922	pub.1135105436	grid.4709.a	Biological Sciences	
1923	pub.1135105436	grid.4709.a	Technology	
1924	pub.1135105436	grid.4709.a	Medical and Health Sciences	
1925	pub.1135108392	grid.418508.0	Medical and Health Sciences	Medical Microbiology
1926	pub.1135108392	grid.7450.6	Medical and Health Sciences	Medical Microbiology
1927	pub.1135123398	grid.22072.35	Environmental Sciences	Environmental Science and Management
1928	pub.1135123398	grid.507636.1	Environmental Sciences	Environmental Science and Management
1929	pub.1135123398	grid.8752.8	Environmental Sciences	Environmental Science and Management
1930	pub.1135123398	grid.137628.9	Environmental Sciences	Environmental Science and Management
1931	pub.1135123398	grid.421582.8	Environmental Sciences	Environmental Science and Management
1932	pub.1135123398	grid.418215.b	Environmental Sciences	Environmental Science and Management
1933	pub.1135123398	grid.4305.2	Environmental Sciences	Environmental Science and Management
1934	pub.1135123398	grid.418377.e	Environmental Sciences	Environmental Science and Management
1935	pub.1135123398	grid.453420.4	Environmental Sciences	Environmental Science and Management
1936	pub.1135123398	grid.417634.3	Environmental Sciences	Environmental Science and Management
1937	pub.1135123398	grid.39382.33	Environmental Sciences	Environmental Science and Management
1938	pub.1135123398	grid.5612.0	Environmental Sciences	Environmental Science and Management
1939	pub.1135123398	grid.7450.6	Environmental Sciences	Environmental Science and Management
1940	pub.1135123398	grid.134907.8	Environmental Sciences	Environmental Science and Management
1941	pub.1135123398	grid.419010.d	Environmental Sciences	Environmental Science and Management
1942	pub.1135123398	grid.21155.32	Environmental Sciences	Environmental Science and Management
1943	pub.1135123398	grid.185669.5	Environmental Sciences	Environmental Science and Management
1944	pub.1135123398	grid.425902.8	Environmental Sciences	Environmental Science and Management
1945	pub.1135123398	grid.11478.3b	Environmental Sciences	Environmental Science and Management
1946	pub.1135164226	grid.7450.6	Economics	Applied Economics
1947	pub.1135164226	grid.7450.6	Economics	Econometrics
1948	pub.1135172186	grid.47840.3f	Economics	Applied Economics
1949	pub.1135172186	grid.479464.c	Economics	Applied Economics
1950	pub.1135172186	grid.27860.3b	Economics	Applied Economics
1951	pub.1135172186	grid.16753.36	Economics	Applied Economics
1952	pub.1135172186	grid.1021.2	Economics	Applied Economics
1953	pub.1135172186	grid.6612.3	Economics	Applied Economics
1954	pub.1135172186	grid.10548.38	Economics	Applied Economics
1955	pub.1135172186	grid.16750.35	Economics	Applied Economics
1956	pub.1135172186	grid.168010.e	Economics	Applied Economics
1957	pub.1135172186	grid.47100.32	Economics	Applied Economics
1958	pub.1135172186	grid.13388.31	Economics	Applied Economics
1959	pub.1135172186	grid.7450.6	Economics	Applied Economics
1960	pub.1135172186	grid.38142.3c	Economics	Applied Economics
1961	pub.1135172186	grid.4818.5	Economics	Applied Economics
1962	pub.1135271456	grid.4488.0	Medical and Health Sciences	Neurosciences
1963	pub.1135271456	grid.46699.34	Medical and Health Sciences	Neurosciences
1964	pub.1135271456	grid.13097.3c	Medical and Health Sciences	Neurosciences
1965	pub.1135271456	grid.440220.0	Medical and Health Sciences	Neurosciences
1966	pub.1135271578	grid.7450.6	Agricultural and Veterinary Sciences	Animal Production
1967	pub.1135276816	grid.51462.34	Medical and Health Sciences	
1968	pub.1135276816	grid.258799.8	Medical and Health Sciences	
1969	pub.1135276816	grid.32224.35	Medical and Health Sciences	
1970	pub.1135276816	grid.8982.b	Medical and Health Sciences	
1971	pub.1135276816	grid.443984.6	Medical and Health Sciences	
1972	pub.1135276816	grid.411984.1	Medical and Health Sciences	
1973	pub.1135276816	grid.4714.6	Medical and Health Sciences	
1974	pub.1135276816	grid.411327.2	Medical and Health Sciences	
1975	pub.1135276816	grid.16872.3a	Medical and Health Sciences	
1976	pub.1135276816	grid.24381.3c	Medical and Health Sciences	
1977	pub.1135276816	grid.6292.f	Medical and Health Sciences	
1978	pub.1135276816	grid.10423.34	Medical and Health Sciences	
1979	pub.1135276816	grid.8395.7	Medical and Health Sciences	
1980	pub.1135276816	grid.8404.8	Medical and Health Sciences	
