	id	main_affiliation	for_v1_first_level	for_v1_second_level
360	pub.1128016388	grid.9435.b	Biological Sciences	Biochemistry and Cell Biology
361	pub.1128016388	grid.9435.b	Biological Sciences	Microbiology
362	pub.1128016388	grid.9435.b	Biological Sciences	Plant Biology
363	pub.1128056758	grid.9435.b	Commerce, Management, Tourism and Services	Business and Management
364	pub.1128056758	grid.7450.6	Commerce, Management, Tourism and Services	Business and Management
365	pub.1128139864	grid.5330.5	Chemical Sciences	
366	pub.1128139864	grid.7450.6	Chemical Sciences	
367	pub.1128139864	grid.418892.e	Chemical Sciences	
368	pub.1128139864	grid.452396.f	Chemical Sciences	
369	pub.1128226593	grid.419522.9	Medical and Health Sciences	Clinical Sciences
370	pub.1128226593	grid.419522.9	Medical and Health Sciences	Human Movement and Sports Science
371	pub.1128226593	grid.419522.9	Medical and Health Sciences	Neurosciences
372	pub.1128226593	grid.411984.1	Medical and Health Sciences	Clinical Sciences
373	pub.1128226593	grid.411984.1	Medical and Health Sciences	Human Movement and Sports Science
374	pub.1128226593	grid.411984.1	Medical and Health Sciences	Neurosciences
375	pub.1128251549	grid.6363.0	Medical and Health Sciences	Neurosciences
376	pub.1128251549	grid.484013.a	Medical and Health Sciences	Neurosciences
377	pub.1128251549	grid.411984.1	Medical and Health Sciences	Neurosciences
378	pub.1128251549	grid.13652.33	Medical and Health Sciences	Neurosciences
379	pub.1128251549	grid.7468.d	Medical and Health Sciences	Neurosciences
380	pub.1128251549	grid.11749.3a	Medical and Health Sciences	Neurosciences
381	pub.1128251549	grid.452463.2	Medical and Health Sciences	Neurosciences
382	pub.1128252328	grid.18887.3e	Medical and Health Sciences	Clinical Sciences
383	pub.1128252328	grid.18887.3e	Medical and Health Sciences	Public Health and Health Services
384	pub.1128252328	grid.7450.6	Medical and Health Sciences	Clinical Sciences
385	pub.1128252328	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
386	pub.1128301421	grid.4488.0	Medical and Health Sciences	Clinical Sciences
387	pub.1128301421	grid.469999.2	Medical and Health Sciences	Clinical Sciences
388	pub.1128301421	grid.275559.9	Medical and Health Sciences	Clinical Sciences
389	pub.1128301421	grid.411984.1	Medical and Health Sciences	Clinical Sciences
390	pub.1128310447	grid.6936.a	Medical and Health Sciences	Medical Microbiology
391	pub.1128310447	grid.7737.4	Medical and Health Sciences	Medical Microbiology
392	pub.1128310447	grid.411984.1	Medical and Health Sciences	Medical Microbiology
393	pub.1128310447	grid.10939.32	Medical and Health Sciences	Medical Microbiology
394	pub.1128310447	grid.15485.3d	Medical and Health Sciences	Medical Microbiology
395	pub.1128310447	grid.14758.3f	Medical and Health Sciences	Medical Microbiology
396	pub.1128310447	grid.1003.2	Medical and Health Sciences	Medical Microbiology
397	pub.1128310447	grid.5252.0	Medical and Health Sciences	Medical Microbiology
398	pub.1128310447	grid.7400.3	Medical and Health Sciences	Medical Microbiology
399	pub.1128310447	grid.424247.3	Medical and Health Sciences	Medical Microbiology
400	pub.1128446122	grid.411984.1	Medical and Health Sciences	Clinical Sciences
401	pub.1128521242	grid.419522.9	Chemical Sciences	Medicinal and Biomolecular Chemistry
402	pub.1128521242	grid.419522.9	Biological Sciences	Biochemistry and Cell Biology
403	pub.1128521242	grid.10423.34	Chemical Sciences	Medicinal and Biomolecular Chemistry
404	pub.1128521242	grid.10423.34	Biological Sciences	Biochemistry and Cell Biology
405	pub.1128521242	grid.411984.1	Chemical Sciences	Medicinal and Biomolecular Chemistry
406	pub.1128521242	grid.411984.1	Biological Sciences	Biochemistry and Cell Biology
407	pub.1128521242	grid.475435.4	Chemical Sciences	Medicinal and Biomolecular Chemistry
408	pub.1128521242	grid.475435.4	Biological Sciences	Biochemistry and Cell Biology
409	pub.1128590086	grid.5802.f	Medical and Health Sciences	Public Health and Health Services
410	pub.1128590086	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
411	pub.1128639227	grid.424247.3	Biological Sciences	Biochemistry and Cell Biology
412	pub.1128639227	grid.418140.8	Biological Sciences	Biochemistry and Cell Biology
413	pub.1128664332	grid.13402.34	Studies in Human Society	Human Geography
414	pub.1128664332	grid.5252.0	Studies in Human Society	Human Geography
415	pub.1128664332	grid.7445.2	Studies in Human Society	Human Geography
416	pub.1128664332	grid.8756.c	Studies in Human Society	Human Geography
417	pub.1128664332	grid.411604.6	Studies in Human Society	Human Geography
418	pub.1128664332	grid.4991.5	Studies in Human Society	Human Geography
419	pub.1128664332	grid.7450.6	Studies in Human Society	Human Geography
420	pub.1128698918	grid.4970.a	Built Environment and Design	Urban and Regional Planning
421	pub.1128698918	grid.4970.a	Studies in Human Society	Human Geography
422	pub.1128698918	grid.4970.a	Studies in Human Society	Policy and Administration
423	pub.1128698918	grid.11835.3e	Built Environment and Design	Urban and Regional Planning
424	pub.1128698918	grid.11835.3e	Studies in Human Society	Human Geography
425	pub.1128698918	grid.11835.3e	Studies in Human Society	Policy and Administration
426	pub.1128698918	grid.7450.6	Built Environment and Design	Urban and Regional Planning
427	pub.1128698918	grid.7450.6	Studies in Human Society	Human Geography
428	pub.1128698918	grid.7450.6	Studies in Human Society	Policy and Administration
429	pub.1128698918	grid.19873.34	Built Environment and Design	Urban and Regional Planning
430	pub.1128698918	grid.19873.34	Studies in Human Society	Human Geography
431	pub.1128698918	grid.19873.34	Studies in Human Society	Policy and Administration
432	pub.1128698918	grid.7177.6	Built Environment and Design	Urban and Regional Planning
433	pub.1128698918	grid.7177.6	Studies in Human Society	Human Geography
434	pub.1128698918	grid.7177.6	Studies in Human Society	Policy and Administration
435	pub.1128698918	grid.7836.a	Built Environment and Design	Urban and Regional Planning
436	pub.1128698918	grid.7836.a	Studies in Human Society	Human Geography
437	pub.1128698918	grid.7836.a	Studies in Human Society	Policy and Administration
438	pub.1128698918	grid.14709.3b	Built Environment and Design	Urban and Regional Planning
439	pub.1128698918	grid.14709.3b	Studies in Human Society	Human Geography
440	pub.1128698918	grid.14709.3b	Studies in Human Society	Policy and Administration
441	pub.1128698918	grid.4280.e	Built Environment and Design	Urban and Regional Planning
442	pub.1128698918	grid.4280.e	Studies in Human Society	Human Geography
443	pub.1128698918	grid.4280.e	Studies in Human Society	Policy and Administration
444	pub.1128714618	grid.7450.6	Physical Sciences	Other Physical Sciences
445	pub.1128714618	grid.7450.6	Information and Computing Sciences	Artificial Intelligence and Image Processing
446	pub.1128714618	grid.7683.a	Physical Sciences	Other Physical Sciences
447	pub.1128714618	grid.7683.a	Information and Computing Sciences	Artificial Intelligence and Image Processing
448	pub.1128714618	grid.410567.1	Physical Sciences	Other Physical Sciences
449	pub.1128714618	grid.410567.1	Information and Computing Sciences	Artificial Intelligence and Image Processing
450	pub.1128714618	grid.10423.34	Physical Sciences	Other Physical Sciences
451	pub.1128714618	grid.10423.34	Information and Computing Sciences	Artificial Intelligence and Image Processing
452	pub.1128780897	grid.7450.6	Economics	Applied Economics
453	pub.1128780897	grid.464353.3	Economics	Applied Economics
454	pub.1128797017	grid.13097.3c	Medical and Health Sciences	Clinical Sciences
455	pub.1128797017	grid.13097.3c	Medical and Health Sciences	Public Health and Health Services
456	pub.1128797017	grid.13097.3c	Medical and Health Sciences	Other Medical and Health Sciences
457	pub.1128797017	grid.7450.6	Medical and Health Sciences	Clinical Sciences
458	pub.1128797017	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
459	pub.1128797017	grid.7450.6	Medical and Health Sciences	Other Medical and Health Sciences
460	pub.1128824876	grid.411984.1	Mathematical Sciences	Applied Mathematics
461	pub.1128827880	grid.411097.a	Medical and Health Sciences	Clinical Sciences
462	pub.1128827880	grid.411097.a	Medical and Health Sciences	Oncology and Carcinogenesis
463	pub.1128827880	grid.6190.e	Medical and Health Sciences	Clinical Sciences
464	pub.1128827880	grid.6190.e	Medical and Health Sciences	Oncology and Carcinogenesis
465	pub.1128827880	grid.452286.f	Medical and Health Sciences	Clinical Sciences
466	pub.1128827880	grid.452286.f	Medical and Health Sciences	Oncology and Carcinogenesis
467	pub.1128827880	grid.416373.4	Medical and Health Sciences	Clinical Sciences
468	pub.1128827880	grid.416373.4	Medical and Health Sciences	Oncology and Carcinogenesis
469	pub.1128827880	grid.413711.1	Medical and Health Sciences	Clinical Sciences
470	pub.1128827880	grid.413711.1	Medical and Health Sciences	Oncology and Carcinogenesis
471	pub.1128827880	grid.6582.9	Medical and Health Sciences	Clinical Sciences
472	pub.1128827880	grid.6582.9	Medical and Health Sciences	Oncology and Carcinogenesis
473	pub.1128827880	grid.11749.3a	Medical and Health Sciences	Clinical Sciences
474	pub.1128827880	grid.11749.3a	Medical and Health Sciences	Oncology and Carcinogenesis
475	pub.1128827880	grid.475435.4	Medical and Health Sciences	Clinical Sciences
476	pub.1128827880	grid.475435.4	Medical and Health Sciences	Oncology and Carcinogenesis
477	pub.1128827880	grid.413354.4	Medical and Health Sciences	Clinical Sciences
478	pub.1128827880	grid.413354.4	Medical and Health Sciences	Oncology and Carcinogenesis
479	pub.1128827880	grid.7177.6	Medical and Health Sciences	Clinical Sciences
480	pub.1128827880	grid.7177.6	Medical and Health Sciences	Oncology and Carcinogenesis
481	pub.1128871982	grid.413225.3	Medical and Health Sciences	Public Health and Health Services
482	pub.1128871982	grid.7708.8	Medical and Health Sciences	Public Health and Health Services
483	pub.1128871982	grid.412301.5	Medical and Health Sciences	Public Health and Health Services
484	pub.1128871982	grid.476041.0	Medical and Health Sciences	Public Health and Health Services
485	pub.1128871982	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
486	pub.1128871982	grid.470768.a	Medical and Health Sciences	Public Health and Health Services
487	pub.1128871982	grid.16149.3b	Medical and Health Sciences	Public Health and Health Services
488	pub.1128885114	grid.11480.3c	Medical and Health Sciences	Public Health and Health Services
489	pub.1128885114	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
490	pub.1128885114	grid.410476.0	Medical and Health Sciences	Public Health and Health Services
491	pub.1128885114	grid.55325.34	Medical and Health Sciences	Public Health and Health Services
492	pub.1128885114	grid.5510.1	Medical and Health Sciences	Public Health and Health Services
493	pub.1128941200	grid.7372.1	Mathematical Sciences	Statistics
494	pub.1128941200	grid.419481.1	Mathematical Sciences	Statistics
495	pub.1128941200	grid.414802.b	Mathematical Sciences	Statistics
496	pub.1128941200	grid.7704.4	Mathematical Sciences	Statistics
497	pub.1128941200	grid.9835.7	Mathematical Sciences	Statistics
498	pub.1128941200	grid.411984.1	Mathematical Sciences	Statistics
499	pub.1128941200	grid.22937.3d	Mathematical Sciences	Statistics
500	pub.1128941200	grid.5253.1	Mathematical Sciences	Statistics
501	pub.1128941200	grid.1006.7	Mathematical Sciences	Statistics
502	pub.1128941200	grid.417925.c	Mathematical Sciences	Statistics
503	pub.1128948855	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
504	pub.1128948855	grid.13097.3c	Medical and Health Sciences	Public Health and Health Services
505	pub.1128948855	grid.17635.36	Medical and Health Sciences	Public Health and Health Services
506	pub.1128948868	grid.411984.1	Medical and Health Sciences	Clinical Sciences
507	pub.1128948868	grid.411984.1	Medical and Health Sciences	Immunology
508	pub.1128948868	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
509	pub.1128948868	grid.411327.2	Medical and Health Sciences	Clinical Sciences
510	pub.1128948868	grid.411327.2	Medical and Health Sciences	Immunology
511	pub.1128948868	grid.411327.2	Medical and Health Sciences	Public Health and Health Services
512	pub.1128970798	grid.239915.5	Medical and Health Sciences	Clinical Sciences
513	pub.1128970798	grid.34477.33	Medical and Health Sciences	Clinical Sciences
514	pub.1128970798	grid.239395.7	Medical and Health Sciences	Clinical Sciences
515	pub.1128970798	grid.4367.6	Medical and Health Sciences	Clinical Sciences
516	pub.1128970798	grid.462844.8	Medical and Health Sciences	Clinical Sciences
517	pub.1128970798	grid.66875.3a	Medical and Health Sciences	Clinical Sciences
518	pub.1128970798	grid.21107.35	Medical and Health Sciences	Clinical Sciences
519	pub.1128970798	grid.411984.1	Medical and Health Sciences	Clinical Sciences
520	pub.1128970798	grid.16753.36	Medical and Health Sciences	Clinical Sciences
521	pub.1128970798	grid.1003.2	Medical and Health Sciences	Clinical Sciences
522	pub.1128970798	grid.25073.33	Medical and Health Sciences	Clinical Sciences
523	pub.1128970798	grid.430666.1	Medical and Health Sciences	Clinical Sciences
524	pub.1128970798	grid.7836.a	Medical and Health Sciences	Clinical Sciences
525	pub.1128970798	grid.267313.2	Medical and Health Sciences	Clinical Sciences
526	pub.1128970798	grid.62560.37	Medical and Health Sciences	Clinical Sciences
527	pub.1128974858	grid.7450.6	Medical and Health Sciences	Clinical Sciences
528	pub.1128974858	grid.7450.6	Medical and Health Sciences	Neurosciences
529	pub.1128974858	grid.419548.5	Medical and Health Sciences	Clinical Sciences
530	pub.1128974858	grid.419548.5	Medical and Health Sciences	Neurosciences
531	pub.1128979707	grid.144767.7	Medical and Health Sciences	Clinical Sciences
532	pub.1128979707	grid.6292.f	Medical and Health Sciences	Clinical Sciences
533	pub.1128979707	grid.412004.3	Medical and Health Sciences	Clinical Sciences
534	pub.1128979707	grid.417007.5	Medical and Health Sciences	Clinical Sciences
535	pub.1128979707	grid.4708.b	Medical and Health Sciences	Clinical Sciences
536	pub.1128979707	grid.412725.7	Medical and Health Sciences	Clinical Sciences
537	pub.1128979707	grid.7450.6	Medical and Health Sciences	Clinical Sciences
538	pub.1128979707	grid.6530.0	Medical and Health Sciences	Clinical Sciences
539	pub.1128979707	grid.418230.c	Medical and Health Sciences	Clinical Sciences
540	pub.1129058378	grid.7450.6	Medical and Health Sciences	Clinical Sciences
541	pub.1129058378	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
542	pub.1129058378	grid.17635.36	Medical and Health Sciences	Clinical Sciences
543	pub.1129058378	grid.17635.36	Medical and Health Sciences	Public Health and Health Services
544	pub.1129058378	grid.4708.b	Medical and Health Sciences	Clinical Sciences
545	pub.1129058378	grid.4708.b	Medical and Health Sciences	Public Health and Health Services
546	pub.1129058378	grid.13097.3c	Medical and Health Sciences	Clinical Sciences
547	pub.1129058378	grid.13097.3c	Medical and Health Sciences	Public Health and Health Services
548	pub.1129098340	grid.411544.1	Medical and Health Sciences	Clinical Sciences
