	main_affiliation	category	category_count
1240	grid.5254.6	Good Health and Well Being	1
1241	grid.21155.32	Good Health and Well Being	1
1242	grid.452606.3	Good Health and Well Being	1
1243	grid.10388.32	Medical Microbiology	1
1244	grid.420061.1	Statistics	1
1245	grid.420061.1	Mathematical Sciences	1
1246	grid.497524.9	Statistics	1
1247	grid.497524.9	Mathematical Sciences	1
1248	grid.5342.0	Statistics	1
1249	grid.5342.0	Mathematical Sciences	1
1250	grid.418424.f	Statistics	1
1251	grid.418424.f	Mathematical Sciences	1
1252	grid.420044.6	Statistics	1
1253	grid.420044.6	Mathematical Sciences	1
1254	grid.483420.9	Public Health and Health Services	1
1255	grid.415044.0	Public Health and Health Services	1
1256	grid.415044.0	Medical and Health Sciences	1
1257	grid.2515.3	Public Health and Health Services	1
1258	grid.490185.1	Quality Education	1
1259	grid.440220.0	Quality Education	1
1260	grid.433867.d	Quality Education	1
1261	grid.4991.5	Applied Economics	1
1262	grid.4991.5	Economics	1
1263	grid.9835.7	Information Systems	1
1264	grid.9835.7	Business and Management	1
1265	grid.9835.7	Information and Computing Sciences	1
1266	grid.9835.7	Commerce, Management, Tourism and Services	1
1267	grid.221309.b	Information Systems	1
1268	grid.221309.b	Business and Management	1
1269	grid.221309.b	Information and Computing Sciences	1
1270	grid.221309.b	Commerce, Management, Tourism and Services	1
1271	grid.42327.30	Public Health and Health Services	1
1272	grid.265892.2	Public Health and Health Services	1
1273	grid.264727.2	Public Health and Health Services	1
1274	grid.264727.2	Medical and Health Sciences	1
1275	grid.253615.6	Public Health and Health Services	1
1276	grid.253615.6	Medical and Health Sciences	1
1277	grid.507621.7	Zero Hunger	1
1278	grid.507621.7	Crop and Pasture Production	1
1279	grid.507621.7	Food Sciences	1
1280	grid.507621.7	Agricultural and Veterinary Sciences	1
1281	grid.507621.7	Engineering	1
1282	grid.4280.e	Zero Hunger	1
1283	grid.4280.e	Crop and Pasture Production	1
1284	grid.4280.e	Food Sciences	1
1285	grid.4280.e	Agricultural and Veterinary Sciences	1
1286	grid.4280.e	Engineering	1
1287	grid.4818.5	Crop and Pasture Production	1
1288	grid.4818.5	Food Sciences	1
1289	grid.4818.5	Agricultural and Veterinary Sciences	1
1290	grid.4818.5	Engineering	1
1291	grid.49697.35	Zero Hunger	1
1292	grid.49697.35	Crop and Pasture Production	1
1293	grid.49697.35	Food Sciences	1
1294	grid.49697.35	Agricultural and Veterinary Sciences	1
1295	grid.49697.35	Engineering	1
1296	grid.264601.7	Zero Hunger	1
1297	grid.264601.7	Crop and Pasture Production	1
1298	grid.264601.7	Food Sciences	1
1299	grid.264601.7	Agricultural and Veterinary Sciences	1
1300	grid.264601.7	Engineering	1
1301	grid.470779.a	Political Science	1
1302	grid.470779.a	Studies in Human Society	1
1303	grid.7490.a	Genetics	1
1304	grid.7490.a	Biological Sciences	1
1305	grid.5949.1	Genetics	1
1306	grid.5807.a	Genetics	1
1307	grid.5807.a	Biological Sciences	1
1308	grid.1957.a	Neurosciences	1
1309	grid.410567.1	Biochemistry and Cell Biology	1
1310	grid.410567.1	Biological Sciences	1
1311	grid.10253.35	Biochemistry and Cell Biology	1
1312	grid.10253.35	Biological Sciences	1
1313	grid.500035.3	Biochemistry and Cell Biology	1
1314	grid.500035.3	Biological Sciences	1
1315	grid.6363.0	Biochemistry and Cell Biology	1
1316	grid.11598.34	Biochemistry and Cell Biology	1
1317	grid.11598.34	Biological Sciences	1
1318	grid.10388.32	Biochemistry and Cell Biology	1
1319	grid.10388.32	Biological Sciences	1
1320	grid.410607.4	Biochemistry and Cell Biology	1
1321	grid.410607.4	Biological Sciences	1
1322	grid.6936.a	Biochemistry and Cell Biology	1
1323	grid.1957.a	Biochemistry and Cell Biology	1
1324	grid.1957.a	Biological Sciences	1
1325	grid.6190.e	Biochemistry and Cell Biology	1
1326	grid.5802.f	Biochemistry and Cell Biology	1
1327	grid.5802.f	Biological Sciences	1
1328	grid.15474.33	Biochemistry and Cell Biology	1
1329	grid.15474.33	Biological Sciences	1
1330	grid.4567.0	Biochemistry and Cell Biology	1
1331	grid.4567.0	Biological Sciences	1
1332	grid.10392.39	Biochemistry and Cell Biology	1
1333	grid.10392.39	Biological Sciences	1
1334	grid.412282.f	Biochemistry and Cell Biology	1
1335	grid.412282.f	Biological Sciences	1
1336	grid.469999.2	Biochemistry and Cell Biology	1
1337	grid.469999.2	Biological Sciences	1
1338	grid.16149.3b	Biochemistry and Cell Biology	1
1339	grid.16149.3b	Biological Sciences	1
1340	grid.476971.a	Biochemistry and Cell Biology	1
1341	grid.476971.a	Biological Sciences	1
1342	grid.22937.3d	Biochemistry and Cell Biology	1
1343	grid.7400.3	Biochemistry and Cell Biology	1
1344	grid.7400.3	Biological Sciences	1
1345	grid.4495.c	Biochemistry and Cell Biology	1
1346	grid.4495.c	Biological Sciences	1
1347	grid.8515.9	Biochemistry and Cell Biology	1
1348	grid.8515.9	Biological Sciences	1
1349	grid.8591.5	Biochemistry and Cell Biology	1
1350	grid.8591.5	Biological Sciences	1
1351	grid.412004.3	Biochemistry and Cell Biology	1
1352	grid.412004.3	Biological Sciences	1
1353	grid.14778.3d	Biochemistry and Cell Biology	1
1354	grid.14778.3d	Biological Sciences	1
1355	grid.477805.9	Biochemistry and Cell Biology	1
1356	grid.477805.9	Biological Sciences	1
1357	grid.7307.3	Biochemistry and Cell Biology	1
1358	grid.7307.3	Biological Sciences	1
1359	grid.7429.8	Biochemistry and Cell Biology	1
1360	grid.7429.8	Biological Sciences	1
1361	grid.6936.a	Clinical Sciences	1
1362	grid.4567.0	Clinical Sciences	1
1363	grid.150338.c	Clinical Sciences	1
1364	grid.22937.3d	Clinical Sciences	1
1365	grid.10388.32	Clinical Sciences	1
1366	grid.9763.b	Medical Microbiology	1
1367	grid.9763.b	Medical and Health Sciences	1
1368	grid.7269.a	Medical Microbiology	1
1369	grid.7269.a	Medical and Health Sciences	1
1370	grid.5155.4	Psychology	1
1371	grid.5155.4	Psychology and Cognitive Sciences	1
1372	grid.1374.1	Psychology	1
1373	grid.1374.1	Psychology and Cognitive Sciences	1
1374	grid.9464.f	Psychology	1
1375	grid.9464.f	Psychology and Cognitive Sciences	1
1376	grid.5253.1	Oncology and Carcinogenesis	1
1377	grid.488877.c	Oncology and Carcinogenesis	1
1378	grid.488877.c	Medical and Health Sciences	1
1379	grid.418334.9	Public Health and Health Services	1
1380	grid.418334.9	Medical and Health Sciences	1
1381	grid.39382.33	Public Health and Health Services	1
1382	grid.280776.c	Public Health and Health Services	1
1383	grid.280776.c	Medical and Health Sciences	1
1384	grid.262743.6	Public Health and Health Services	1
1385	grid.262743.6	Medical and Health Sciences	1
1386	grid.240684.c	Public Health and Health Services	1
1387	grid.240684.c	Medical and Health Sciences	1
1388	grid.240372.0	Public Health and Health Services	1
1389	grid.240372.0	Medical and Health Sciences	1
1390	grid.170693.a	Public Health and Health Services	1
1391	grid.170693.a	Medical and Health Sciences	1
1392	grid.417046.0	Public Health and Health Services	1
1393	grid.417046.0	Medical and Health Sciences	1
1394	grid.416387.f	Public Health and Health Services	1
1395	grid.416387.f	Medical and Health Sciences	1
1396	grid.427785.b	Public Health and Health Services	1
1397	grid.427785.b	Medical and Health Sciences	1
1398	grid.4563.4	Medical and Health Sciences	1
1399	grid.4563.4	Psychology and Cognitive Sciences	1
1400	grid.240404.6	Medical and Health Sciences	1
1401	grid.240404.6	Psychology and Cognitive Sciences	1
1402	grid.4827.9	Psychology and Cognitive Sciences	1
1403	grid.5335.0	Psychology and Cognitive Sciences	1
1404	grid.4868.2	Psychology and Cognitive Sciences	1
1405	grid.420004.2	Medical and Health Sciences	1
1406	grid.420004.2	Psychology and Cognitive Sciences	1
1407	grid.412915.a	Medical and Health Sciences	1
1408	grid.412915.a	Psychology and Cognitive Sciences	1
1409	grid.419728.1	Medical and Health Sciences	1
1410	grid.419728.1	Psychology and Cognitive Sciences	1
1411	grid.412346.6	Medical and Health Sciences	1
1412	grid.412346.6	Psychology and Cognitive Sciences	1
1413	grid.241103.5	Psychology and Cognitive Sciences	1
1414	grid.7445.2	Psychology and Cognitive Sciences	1
1415	grid.7497.d	Cardiorespiratory Medicine and Haematology	1
1416	grid.424247.3	Clinical Sciences	1
1417	grid.477189.4	Clinical Sciences	1
1418	grid.10825.3e	Immunology	1
1419	grid.10825.3e	Medical and Health Sciences	1
1420	grid.24704.35	Immunology	1
1421	grid.24704.35	Medical and Health Sciences	1
1422	grid.5120.6	Immunology	1
1423	grid.5120.6	Medical and Health Sciences	1
1424	grid.7256.6	Immunology	1
1425	grid.4714.6	Immunology	1
1426	grid.412004.3	Immunology	1
1427	grid.420545.2	Immunology	1
1428	grid.7763.5	Immunology	1
1429	grid.7763.5	Medical and Health Sciences	1
1430	grid.15485.3d	Immunology	1
1431	grid.4795.f	Immunology	1
1432	grid.4795.f	Medical and Health Sciences	1
1433	grid.8379.5	Immunology	1
1434	grid.5802.f	Immunology	1
1435	grid.476971.a	Immunology	1
1436	grid.476971.a	Medical and Health Sciences	1
1437	grid.7400.3	Immunology	1
1438	grid.8515.9	Immunology	1
1439	grid.8515.9	Medical and Health Sciences	1
1440	grid.8591.5	Immunology	1
1441	grid.8591.5	Medical and Health Sciences	1
1442	grid.418041.8	Immunology	1
1443	grid.418041.8	Medical and Health Sciences	1
1444	grid.7872.a	Immunology	1
1445	grid.7872.a	Medical and Health Sciences	1
1446	grid.7692.a	Immunology	1
1447	grid.7429.8	Immunology	1
1448	grid.7429.8	Medical and Health Sciences	1
1449	grid.4495.c	Immunology	1
1450	grid.428999.7	Immunology	1
1451	grid.428999.7	Medical and Health Sciences	1
1452	grid.5718.b	Immunology	1
1453	grid.8379.5	Pharmacology and Pharmaceutical Sciences	1
1454	grid.412970.9	Pharmacology and Pharmaceutical Sciences	1
1455	grid.419835.2	Pharmacology and Pharmaceutical Sciences	1
1456	grid.5570.7	Public Health and Health Services	1
1457	grid.9122.8	Econometrics	1
1458	grid.419481.1	Good Health and Well Being	1
1459	grid.419481.1	Clinical Sciences	1
1460	grid.419481.1	Medical and Health Sciences	1
1461	grid.5155.4	Business and Management	1
1462	grid.5155.4	Commerce, Management, Tourism and Services	1
1463	grid.10493.3f	Microbiology	1
1464	grid.6363.0	Microbiology	1
1465	grid.452235.7	Microbiology	1
1466	grid.452235.7	Biological Sciences	1
1467	grid.10420.37	Environmental Science and Management	1
1468	grid.10420.37	Environmental Sciences	1
1469	grid.8379.5	Environmental Science and Management	1
1470	grid.8379.5	Environmental Sciences	1
1471	grid.38603.3e	Immunology	1
1472	grid.224260.0	Biochemistry and Cell Biology	1
1473	grid.224260.0	Biological Sciences	1
1474	grid.257413.6	Biochemistry and Cell Biology	1
1475	grid.257413.6	Biological Sciences	1
1476	grid.261331.4	Biochemistry and Cell Biology	1
1477	grid.261331.4	Biological Sciences	1
1478	grid.264727.2	Biochemistry and Cell Biology	1
1479	grid.264727.2	Biological Sciences	1
1480	grid.31501.36	Biochemistry and Cell Biology	1
1481	grid.486565.c	Environmental Science and Management	1
1482	grid.486565.c	Environmental Sciences	1
1483	grid.470666.5	Environmental Science and Management	1
1484	grid.470666.5	Environmental Sciences	1
1485	grid.443388.0	Environmental Science and Management	1
1486	grid.443388.0	Environmental Sciences	1
1487	grid.1008.9	Environmental Science and Management	1
1488	grid.1008.9	Environmental Sciences	1
1489	grid.458477.d	Environmental Science and Management	1
1490	grid.458477.d	Environmental Sciences	1
1491	grid.11875.3a	Environmental Science and Management	1
1492	grid.11875.3a	Environmental Sciences	1
1493	grid.1003.2	Environmental Science and Management	1
1494	grid.1003.2	Environmental Sciences	1
1495	grid.7922.e	Environmental Science and Management	1
1496	grid.7922.e	Environmental Sciences	1
1497	grid.412151.2	Environmental Science and Management	1
1498	grid.412151.2	Environmental Sciences	1
1499	grid.411189.4	Environmental Science and Management	1
1500	grid.411189.4	Environmental Sciences	1
1501	grid.10863.3c	Environmental Science and Management	1
1502	grid.10863.3c	Environmental Sciences	1
1503	grid.444644.2	Environmental Science and Management	1
1504	grid.444644.2	Environmental Sciences	1
1505	grid.444233.6	Environmental Science and Management	1
1506	grid.444233.6	Environmental Sciences	1
1507	grid.412660.7	Environmental Science and Management	1
1508	grid.412660.7	Environmental Sciences	1
1509	grid.440435.2	Environmental Science and Management	1
1510	grid.440435.2	Environmental Sciences	1
1511	grid.4562.5	Environmental Science and Management	1
1512	grid.4562.5	Environmental Sciences	1
1513	grid.419837.0	Cardiorespiratory Medicine and Haematology	1
1514	grid.461820.9	Cardiorespiratory Medicine and Haematology	1
1515	grid.459927.4	Cardiorespiratory Medicine and Haematology	1
1516	grid.507576.6	Cardiorespiratory Medicine and Haematology	1
1517	grid.507576.6	Medical and Health Sciences	1
1518	grid.419835.2	Cardiorespiratory Medicine and Haematology	1
1519	grid.492781.1	Cardiorespiratory Medicine and Haematology	1
1520	grid.492781.1	Medical and Health Sciences	1
1521	grid.418466.9	Cardiorespiratory Medicine and Haematology	1
1522	grid.418466.9	Medical and Health Sciences	1
1523	grid.419802.6	Cardiorespiratory Medicine and Haematology	1
1524	grid.440250.7	Cardiorespiratory Medicine and Haematology	1
1525	grid.492033.f	Cardiorespiratory Medicine and Haematology	1
1526	grid.440206.4	Cardiorespiratory Medicine and Haematology	1
1527	grid.440206.4	Medical and Health Sciences	1
1528	grid.415600.6	Cardiorespiratory Medicine and Haematology	1
1529	grid.415600.6	Medical and Health Sciences	1
1530	grid.14778.3d	Cardiorespiratory Medicine and Haematology	1
1531	grid.473452.3	Cardiorespiratory Medicine and Haematology	1
1532	grid.473452.3	Medical and Health Sciences	1
1533	grid.6936.a	Cardiorespiratory Medicine and Haematology	1
1534	grid.5491.9	Medical and Health Sciences	1
1535	grid.417895.6	Medical and Health Sciences	1
1536	grid.451388.3	Medical and Health Sciences	1
1537	grid.6572.6	Medical and Health Sciences	1
1538	grid.5342.0	Zero Hunger	1
1539	grid.5342.0	Applied Economics	1
1540	grid.5342.0	Economics	1
1541	grid.5801.c	Zero Hunger	1
1542	grid.5801.c	Applied Economics	1
1543	grid.5801.c	Economics	1
1544	grid.34424.35	Zero Hunger	1
1545	grid.34424.35	Applied Economics	1
1546	grid.34424.35	Economics	1
1547	grid.419346.d	Zero Hunger	1
1548	grid.419346.d	Applied Economics	1
1549	grid.419346.d	Economics	1
1550	grid.419387.0	Zero Hunger	1
1551	grid.419387.0	Applied Economics	1
1552	grid.419387.0	Economics	1
1553	grid.418348.2	Zero Hunger	1
1554	grid.418348.2	Applied Economics	1
1555	grid.418348.2	Economics	1
1556	grid.4861.b	Zero Hunger	1
1557	grid.4861.b	Applied Economics	1
1558	grid.4861.b	Economics	1
1559	grid.418873.1	Zero Hunger	1
1560	grid.418873.1	Applied Economics	1
1561	grid.418873.1	Economics	1
1562	grid.7841.a	Good Health and Well Being	1
1563	grid.7841.a	Cardiorespiratory Medicine and Haematology	1
1564	grid.413480.a	Good Health and Well Being	1
1565	grid.413480.a	Cardiorespiratory Medicine and Haematology	1
1566	grid.413480.a	Medical and Health Sciences	1
1567	grid.477189.4	Good Health and Well Being	1
1568	grid.477189.4	Cardiorespiratory Medicine and Haematology	1
1569	grid.412004.3	Good Health and Well Being	1
1570	grid.418230.c	Good Health and Well Being	1
1571	grid.418230.c	Cardiorespiratory Medicine and Haematology	1
1572	grid.489540.4	Biological Sciences	1
1573	grid.411482.a	Clinical Sciences	1
1574	grid.450002.3	Clinical Sciences	1
1575	grid.450002.3	Medical and Health Sciences	1
1576	grid.254250.4	Clinical Sciences	1
1577	grid.214431.1	Clinical Sciences	1
1578	grid.214431.1	Medical and Health Sciences	1
1579	grid.273271.2	Clinical Sciences	1
1580	grid.273271.2	Medical and Health Sciences	1
1581	grid.17063.33	Clinical Sciences	1
1582	grid.155956.b	Clinical Sciences	1
1583	grid.9657.d	Clinical Sciences	1
1584	grid.9657.d	Medical and Health Sciences	1
1585	grid.32224.35	Clinical Sciences	1
1586	grid.259828.c	Clinical Sciences	1
1587	grid.24827.3b	Clinical Sciences	1
1588	grid.417778.a	Clinical Sciences	1
1589	grid.5373.2	Clinical Sciences	1
1590	grid.5373.2	Medical and Health Sciences	1
1591	grid.412116.1	Clinical Sciences	1
1592	grid.412116.1	Medical and Health Sciences	1
1593	grid.15496.3f	Clinical Sciences	1
1594	grid.15496.3f	Medical and Health Sciences	1
1595	grid.416868.5	Clinical Sciences	1
1596	grid.416868.5	Medical and Health Sciences	1
1597	grid.11696.39	Clinical Sciences	1
1598	grid.26009.3d	Clinical Sciences	1
1599	grid.10438.3e	Clinical Sciences	1
1600	grid.10438.3e	Medical and Health Sciences	1
1601	grid.411702.1	Clinical Sciences	1
1602	grid.411582.b	Clinical Sciences	1
1603	grid.411582.b	Medical and Health Sciences	1
1604	grid.416870.c	Clinical Sciences	1
1605	grid.416870.c	Medical and Health Sciences	1
1606	grid.7489.2	Clinical Sciences	1
1607	grid.7489.2	Medical and Health Sciences	1
1608	grid.428620.a	Clinical Sciences	1
1609	grid.428620.a	Medical and Health Sciences	1
1610	grid.5802.f	Pharmacology and Pharmaceutical Sciences	1
1611	grid.216499.1	Pharmacology and Pharmaceutical Sciences	1
1612	grid.216499.1	Medical and Health Sciences	1
1613	grid.83440.3b	Pharmacology and Pharmaceutical Sciences	1
1614	grid.419093.6	Pharmacology and Pharmaceutical Sciences	1
1615	grid.419093.6	Medical and Health Sciences	1
1616	grid.5252.0	Pharmacology and Pharmaceutical Sciences	1
1617	grid.189509.c	Good Health and Well Being	1
1618	grid.8756.c	Good Health and Well Being	1
1619	grid.452396.f	Good Health and Well Being	1
1620	grid.415739.d	Good Health and Well Being	1
1621	grid.415739.d	Cardiorespiratory Medicine and Haematology	1
1622	grid.415739.d	Medical and Health Sciences	1
1623	grid.31410.37	Good Health and Well Being	1
1624	grid.31410.37	Cardiorespiratory Medicine and Haematology	1
1625	grid.31410.37	Medical and Health Sciences	1
1626	grid.418905.1	Good Health and Well Being	1
1627	grid.418905.1	Cardiorespiratory Medicine and Haematology	1
1628	grid.418905.1	Medical and Health Sciences	1
1629	grid.261331.4	Good Health and Well Being	1
1630	grid.476904.8	Good Health and Well Being	1
1631	grid.476904.8	Cardiorespiratory Medicine and Haematology	1
1632	grid.476904.8	Medical and Health Sciences	1
1633	grid.4991.5	Statistics	1
1634	grid.4991.5	Mathematical Sciences	1
1635	grid.425396.f	Immunology	1
1636	grid.425396.f	Medical Microbiology	1
1637	grid.425396.f	Medical and Health Sciences	1
1638	grid.411088.4	Medical Microbiology	1
1639	grid.418010.c	Medical Microbiology	1
1640	grid.446166.7	Clinical Sciences	1
1641	grid.446166.7	Medical and Health Sciences	1
1642	grid.448878.f	Clinical Sciences	1
1643	grid.465277.5	Clinical Sciences	1
1644	grid.465277.5	Medical and Health Sciences	1
1645	grid.446083.d	Clinical Sciences	1
1646	grid.446083.d	Medical and Health Sciences	1
1647	grid.275559.9	Good Health and Well Being	1
1648	grid.491719.3	Public Health and Health Services	1
1649	grid.491719.3	Medical and Health Sciences	1
1650	grid.5963.9	Medical Microbiology	1
1651	grid.411544.1	Medical Microbiology	1
1652	grid.411327.2	Medical Microbiology	1
1653	grid.8404.8	Other Physical Sciences	1
1654	grid.8404.8	Physical Sciences	1
1655	grid.8993.b	Other Physical Sciences	1
1656	grid.8993.b	Clinical Sciences	1
1657	grid.8993.b	Physical Sciences	1
1658	grid.8993.b	Medical and Health Sciences	1
1659	grid.508487.6	Other Physical Sciences	1
1660	grid.508487.6	Physical Sciences	1
1661	grid.410552.7	Other Physical Sciences	1
1662	grid.410552.7	Clinical Sciences	1
1663	grid.410552.7	Physical Sciences	1
1664	grid.410552.7	Medical and Health Sciences	1
1665	grid.4494.d	Other Physical Sciences	1
1666	grid.4494.d	Clinical Sciences	1
1667	grid.4494.d	Physical Sciences	1
1668	grid.411149.8	Other Physical Sciences	1
1669	grid.411149.8	Clinical Sciences	1
1670	grid.411149.8	Physical Sciences	1
1671	grid.411149.8	Medical and Health Sciences	1
1672	grid.4691.a	Other Physical Sciences	1
1673	grid.4691.a	Physical Sciences	1
1674	grid.411299.6	Other Physical Sciences	1
1675	grid.411299.6	Clinical Sciences	1
1676	grid.411299.6	Physical Sciences	1
1677	grid.411299.6	Medical and Health Sciences	1
1678	grid.410718.b	Other Physical Sciences	1
1679	grid.410718.b	Physical Sciences	1
1680	grid.7177.6	Other Physical Sciences	1
1681	grid.7177.6	Physical Sciences	1
1682	grid.11598.34	Paediatrics and Reproductive Medicine	1
1683	grid.11598.34	Public Health and Health Services	1
1684	grid.17063.33	Paediatrics and Reproductive Medicine	1
1685	grid.17063.33	Public Health and Health Services	1
1686	grid.1013.3	Decent Work and Economic Growth	1
1687	grid.1013.3	Applied Economics	1
1688	grid.1013.3	Economics	1
1689	grid.1002.3	Decent Work and Economic Growth	1
1690	grid.1002.3	Applied Economics	1
1691	grid.1002.3	Economics	1
1692	grid.419765.8	Genetics	1
1693	grid.419765.8	Immunology	1
1694	grid.419765.8	Biological Sciences	1
1695	grid.419765.8	Medical and Health Sciences	1
1696	grid.270683.8	Genetics	1
1697	grid.270683.8	Immunology	1
1698	grid.270683.8	Biological Sciences	1
1699	grid.270683.8	Medical and Health Sciences	1
1700	grid.417570.0	Genetics	1
1701	grid.417570.0	Immunology	1
1702	grid.417570.0	Biological Sciences	1
1703	grid.417570.0	Medical and Health Sciences	1
1704	grid.5333.6	Genetics	1
1705	grid.5333.6	Immunology	1
1706	grid.5333.6	Biological Sciences	1
1707	grid.5333.6	Medical and Health Sciences	1
1708	grid.452494.a	Genetics	1
1709	grid.452494.a	Immunology	1
1710	grid.452494.a	Biological Sciences	1
1711	grid.452494.a	Medical and Health Sciences	1
1712	grid.9851.5	Genetics	1
1713	grid.9851.5	Immunology	1
1714	grid.9851.5	Biological Sciences	1
1715	grid.9851.5	Medical and Health Sciences	1
1716	grid.7497.d	Genetics	1
1717	grid.7497.d	Immunology	1
1718	grid.7497.d	Biological Sciences	1
1719	grid.4991.5	Genetics	1
1720	grid.4991.5	Immunology	1
1721	grid.4991.5	Biological Sciences	1
1722	grid.418158.1	Genetics	1
1723	grid.418158.1	Immunology	1
1724	grid.418158.1	Biological Sciences	1
1725	grid.418158.1	Medical and Health Sciences	1
1726	grid.412212.6	Clinical Sciences	1
1727	grid.412212.6	Medical and Health Sciences	1
1728	grid.411147.6	Clinical Sciences	1
1729	grid.411147.6	Medical and Health Sciences	1
1730	grid.266102.1	Clinical Sciences	1
1731	grid.413756.2	Clinical Sciences	1
1732	grid.413756.2	Medical and Health Sciences	1
1733	grid.411784.f	Clinical Sciences	1
1734	grid.411784.f	Medical and Health Sciences	1
1735	grid.189967.8	Clinical Sciences	1
1736	grid.25697.3f	Cardiorespiratory Medicine and Haematology	1
1737	grid.25697.3f	Medical and Health Sciences	1
1738	grid.430503.1	Cardiorespiratory Medicine and Haematology	1
1739	grid.430503.1	Medical and Health Sciences	1
1740	grid.21729.3f	Cardiorespiratory Medicine and Haematology	1
1741	grid.414352.5	Cardiorespiratory Medicine and Haematology	1
1742	grid.414352.5	Medical and Health Sciences	1
1743	grid.17635.36	Cardiorespiratory Medicine and Haematology	1
1744	grid.414244.3	Cardiorespiratory Medicine and Haematology	1
1745	grid.414244.3	Medical and Health Sciences	1
1746	grid.414818.0	Cardiorespiratory Medicine and Haematology	1
1747	grid.50550.35	Cardiorespiratory Medicine and Haematology	1
1748	grid.50550.35	Medical and Health Sciences	1
1749	grid.413396.a	Cardiorespiratory Medicine and Haematology	1
1750	grid.6734.6	Medical and Health Sciences	1
1751	grid.12082.39	Medical and Health Sciences	1
1752	grid.4830.f	Medical and Health Sciences	1
1753	grid.5338.d	Medical and Health Sciences	1
1754	grid.22448.38	Medical and Health Sciences	1
1755	grid.11914.3c	Medical and Health Sciences	1
1756	grid.8142.f	Medical and Health Sciences	1
1757	grid.258518.3	Medical and Health Sciences	1
1758	grid.420451.6	Cardiorespiratory Medicine and Haematology	1
1759	grid.4708.b	Other Medical and Health Sciences	1
1760	grid.17635.36	Other Medical and Health Sciences	1
1761	grid.452463.2	Clinical Sciences	1
1762	grid.5253.1	Specialist Studies In Education	1
1763	grid.5253.1	Education	1
1764	grid.461673.1	Specialist Studies In Education	1
1765	grid.461673.1	Education	1
1766	grid.7307.3	Specialist Studies In Education	1
1767	grid.7307.3	Education	1
1768	grid.10211.33	Specialist Studies In Education	1
1769	grid.10211.33	Education	1
1770	grid.5342.0	Public Health and Health Services	1
1771	grid.5342.0	Medical and Health Sciences	1
1772	grid.484519.5	Public Health and Health Services	1
1773	grid.484519.5	Medical and Health Sciences	1
1774	grid.503422.2	Public Health and Health Services	1
1775	grid.503422.2	Medical and Health Sciences	1
1776	grid.424247.3	Neurosciences	1
1777	grid.5807.a	Neurosciences	1
1778	grid.5807.a	Medical and Health Sciences	1
1779	grid.18886.3f	Immunology	1
1780	grid.18886.3f	Medical and Health Sciences	1
1781	grid.9764.c	Immunology	1
1782	grid.5252.0	Immunology	1
1783	grid.15876.3d	Public Health and Health Services	1
1784	grid.15876.3d	Medical and Health Sciences	1
1785	grid.16477.33	Public Health and Health Services	1
1786	grid.16477.33	Medical and Health Sciences	1
1787	grid.442156.0	Public Health and Health Services	1
1788	grid.442156.0	Medical and Health Sciences	1
1789	grid.419034.b	Public Health and Health Services	1
1790	grid.419034.b	Medical and Health Sciences	1
1791	grid.7836.a	Public Health and Health Services	1
1792	grid.411196.a	Public Health and Health Services	1
1793	grid.411196.a	Medical and Health Sciences	1
1794	grid.415310.2	Public Health and Health Services	1
1795	grid.415310.2	Medical and Health Sciences	1
1796	grid.412282.f	Public Health and Health Services	1
1797	grid.63984.30	Public Health and Health Services	1
1798	grid.63984.30	Medical and Health Sciences	1
1799	grid.412388.4	Public Health and Health Services	1
1800	grid.412388.4	Medical and Health Sciences	1
1801	grid.410529.b	Public Health and Health Services	1
1802	grid.410529.b	Medical and Health Sciences	1
1803	grid.107891.6	Public Health and Health Services	1
1804	grid.107891.6	Medical and Health Sciences	1
1805	grid.416167.3	Public Health and Health Services	1
1806	grid.416167.3	Medical and Health Sciences	1
1807	grid.8399.b	Public Health and Health Services	1
1808	grid.8399.b	Medical and Health Sciences	1
1809	grid.241103.5	Public Health and Health Services	1
1810	grid.8217.c	Public Health and Health Services	1
1811	grid.8217.c	Medical and Health Sciences	1
1812	grid.9601.e	Public Health and Health Services	1
1813	grid.9601.e	Medical and Health Sciences	1
1814	grid.5718.b	Public Health and Health Services	1
1815	grid.14442.37	Public Health and Health Services	1
1816	grid.14442.37	Medical and Health Sciences	1
1817	grid.18919.38	Public Health and Health Services	1
1818	grid.18919.38	Medical and Health Sciences	1
1819	grid.411249.b	Public Health and Health Services	1
1820	grid.411249.b	Medical and Health Sciences	1
1821	grid.414818.0	Public Health and Health Services	1
1822	grid.448878.f	Public Health and Health Services	1
1823	grid.509540.d	Public Health and Health Services	1
1824	grid.509540.d	Medical and Health Sciences	1
1825	grid.31432.37	Public Health and Health Services	1
1826	grid.31432.37	Medical and Health Sciences	1
1827	grid.444604.6	Public Health and Health Services	1
1828	grid.444604.6	Medical and Health Sciences	1
1829	grid.420545.2	Public Health and Health Services	1
1830	grid.412004.3	Public Health and Health Services	1
1831	grid.268441.d	Public Health and Health Services	1
1832	grid.268441.d	Medical and Health Sciences	1
1833	grid.8664.c	Public Health and Health Services	1
1834	grid.411728.9	Public Health and Health Services	1
1835	grid.411728.9	Medical and Health Sciences	1
1836	grid.460708.d	Public Health and Health Services	1
1837	grid.460708.d	Medical and Health Sciences	1
1838	grid.411484.c	Public Health and Health Services	1
1839	grid.411484.c	Medical and Health Sciences	1
1840	grid.10223.32	Public Health and Health Services	1
1841	grid.10223.32	Medical and Health Sciences	1
